,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
890,Q11428,Jean Bartik,American ENIAC computer programmer,Female,United States,Researcher,1924,2011,natural causes,87
892,Q11440,Danielle Bunten Berry,American game designer and programmer,Transgender Female,United States,Researcher,1949,1998,natural causes,49
893,Q11483,Anita Borg,American computer scientist,Female,United States,Researcher,1949,2003,natural causes,54
900,Q11613,Harry S. Truman,"American politician (1884–1972), 33rd President of the United States (in office from 1945 to 1953)",Male,United States,Politician,1884,1972,natural causes,88
901,Q11617,Aaliyah,"American singer, actress and model (1979-2001)",Female,United States,Artist,1979,2001,accident,22
903,Q11637,Judy Garland,"American actress, singer and vaudevillian (1922-1969)",Female,United States,Artist,1922,1969,accident,47
905,Q11672,"Carroll A. Campbell, Jr.",112th Governor of South Carolina (1940-2005),Male,United States,Politician,1940,2005,natural causes,65
907,Q11715,Leopold Figl,"Austrian politician, minister, chancellor",Male,Austria,Politician,1902,1965,natural causes,63
912,Q11734,Engelbert Dollfuss,Austrian Christian Social and Patriotic Front statesman (1892-1934),Male,Austria,Politician,1892,1934,homicide,42
929,Q11847,Antoni Grabowski,Polish chemical engineer,Male,Poland,Researcher,1857,1921,natural causes,64
931,Q11877,Ivory Joe Hunter,"American rhythm and blues singer, songwriter, and pianist",Male,United States,Artist,1914,1974,natural causes,60
942,Q11941,Carl Barks,American Disney comics creator (1901-2000),Male,United States,Artist,1901,2000,natural causes,99
969,Q12109,Roberto Raviola,Italian comic book artist,Male,Italy,Artist,1939,1996,natural causes,57
970,Q12113,Hugo Pratt,Italian comic book creator,Male,Italians,Artist,1927,1995,natural causes,68
971,Q12306,Millard Fillmore,"American politician, 13th President of the United States (in office from 1850 to 1853)",Male,United States,Politician,1800,1874,natural causes,74
973,Q12312,Franklin Pierce,"American politician, 14th President of the United States (in office from 1853 to 1857)",Male,United States,Politician,1804,1869,natural causes,65
981,Q12608,Hector Hodler,Swiss Esperantist (1887-1920),Male,Switzerland,Journalist,1887,1920,natural causes,33
982,Q12614,Ivo Lapenna,law professor from Yugoslavia,Male,United Kingdom,Teacher,1909,1987,natural causes,78
987,Q12674,Rudolf Diesel,German inventor and mechanical engineer,Male,United States,Entrepreneur,1858,1913,accident,55
988,Q12680,Paul Doumer,French statesman (1857-1932),Male,France,Politician,1857,1932,homicide,75
989,Q12688,Jean Jaurès,French / Occitan Socialist leader (1859-1914),Male,France,Researcher,1859,1914,homicide,55
997,Q12747,Lance Tingay,"British sports journalist and writer, member of the International Tennis Hall of Fame",Male,United Kingdom,Athlete,1915,1990,natural causes,75
1004,Q12780,Rashad Khalifa,Egyptian-American biochemist,Male,United States,Researcher,1935,1990,homicide,55
1007,Q12807,Umberto Eco,"Italian semiotician, essayist, philosopher, literary critic, and novelist",Male,Italy,Artist,1932,2016,natural causes,84
1010,Q12878,Tron Øgrim,"Norwegian journalist, author and politician (1947-2007)",Male,Norway,Artist,1947,2007,natural causes,60
1013,Q12903,Hisashi Inoue,Japanese playwright,Male,Japan,Artist,1934,2010,natural causes,76
1017,Q12915,Amata Kabua,former President of the Marshall Islands (1928-1996),Male,Marshall Islands,Politician,1928,1996,natural causes,68
1021,Q12940,Jacques Chaban-Delmas,82nd Prime Minister of France (1915-2000),Male,France,Politician,1915,2000,natural causes,85
1022,Q12946,Michel Rocard,French politician (1930-2016),Male,France,Politician,1930,2016,natural causes,86
1027,Q12957,Raymond Barre,85th Prime Minister of France (1924-2007),Male,France,Politician,1924,2007,natural causes,83
1032,Q12976,Baudouin I of Belgium,Fifth King of the Belgians,Male,Belgium,Sovereign,1930,1993,natural causes,63
1036,Q13003,Arturo Toscanini,Italian conductor (1867-1957),Male,Italy,Artist,1867,1957,natural causes,90
1039,Q13014,Franz Jonas,seventh President of Austria (1899-1974),Male,Austria,Politician,1899,1974,natural causes,75
1054,Q13407,Willem Duys,"Dutch radio and television presenter, commentator, tennis player and music producer",Male,Netherlands,Athlete,1928,2011,natural causes,83
1055,Q13484,Laurent Fignon,French professional road bicycle racer,Male,France,Athlete,1960,2010,natural causes,50
1058,Q13515,Frédéric Bastiat,"French classical liberal theorist, political economist, and member of the French assembly (1801-1850)",Male,France,Politician,1801,1850,natural causes,49
1068,Q13888,Luchino Visconti,"Italian theatre, opera and cinema director",Male,Italy,Artist,1906,1976,natural causes,70
1072,Q14039,German Goldenshteyn,Moldovian musician,Male,United States,Clarinetist,1934,2006,natural causes,72
1074,Q14060,Erwin Rommel,German field marshal of World War II,Male, Germany,Military personnel,1891,1944,suicide,53
1079,Q14100,Klara Dan von Neumann,Hungarian computer scientist,Female,Hungary,Athlete,1911,1963,suicide,52
1083,Q14254,Karen Spärck Jones,British computer scientist,Female,United Kingdom,Researcher,1935,2007,natural causes,72
1092,Q14341,Cozy Powell,English rock drummer,Male,United Kingdom,Drummer,1947,1998,accident,51
1093,Q14345,Roh Moo-hyun,9th President of the Republic of Korea (1946-2009),Male,South Korea,Politician,1946,2009,suicide,63
1094,Q14356,Park Chung-hee,Korean Army general and the leader of South Korea from 1961 to 1979,Male,South Korea,Politician,1917,1979,homicide,62
1099,Q14541,Terry Callier,"American jazz, soul and folk guitarist and singer-songwriter",Male,United States,Artist,1945,2012,natural causes,67
1114,Q14837,Louis Leakey,British archaeologist and naturalist whose work was important in establishing human evolutionary development in Africa,Male,Kenya,Researcher,1903,1972,natural causes,69
1116,Q14972,Bill Raisch,American dancer and actor,Male,United States,Artist,1905,1984,natural causes,79
1131,Q15056,Jean-Luc Dehaene,Belgian former prime minister (1940-2014),Male,Belgium,Politician,1940,2014,natural causes,74
1146,Q15451,W. D. Hamilton,British evolutionary biologist (1936-2000),Male,United Kingdom,Researcher,1936,2000,natural causes,64
1174,Q15806,Dragotin Kette,Slovene Impressionist and Neo-Romantic poet,Male,Austria-Hungary,Artist,1876,1899,natural causes,23
1177,Q15866,Curtis LeMay,American general and politician,Male,United States,Air force officer,1906,1990,natural causes,84
1178,Q15869,Freddie Mercury,"British singer, songwriter, record producer and graphic designer (1946-1991)",Male,United Kingdom,Artist,1946,1991,natural causes,45
1179,Q15897,Amy Winehouse,English singer and songwriter,Female,United Kingdom,Artist,1983,2011,accident,28
1185,Q15969,Jean Améry,Austrian-born essayist and Holocaust survivor (1912-1978),Male,Austria,Artist,1912,1978,suicide,66
1190,Q15988,"Grand Duke Jean I, Grand Duke of Luxembourg",Monarch of Luxembourg,Male,Luxembourg,Politician,1921,2019,natural causes,98
1199,Q16345,Leonard Nimoy,"American actor, film director, poet, musician and photographer (1931-2015)",Male,United States,Artist,1931,2015,natural causes,84
1200,Q16349,DeForest Kelley,American actor (1920-1999),Male,United States,Artist,1920,1999,natural causes,79
1203,Q16389,Charles K. Kao,Hong Kong-British-American physicist,Male,United States,Researcher,1933,2018,natural causes,85
1204,Q16390,Humphrey Bogart,American actor (1899-1957),Male,United States,Artist,1899,1957,natural causes,58
1215,Q16472,Robert Mitchum,"American film actor, author, composer and singer (1917-1997)",Male,United States,Artist,1917,1997,natural causes,80
1217,Q16493,Beatrice Helen Worsley,First female computer scientist in Canada,Female,Canada,Researcher,1922,1972,natural causes,50
1221,Q16574,Chiang Kai-shek,Chinese politician and military leader (1887-1975),Male,China (1912–1949),Politician,1887,1975,natural causes,88
1231,Q16849,Matti Nykänen,Finnish ski jumper (1963-2019),Male,Finland,Athlete,1963,2019,natural causes,56
1236,Q16864,Horacio Quiroga,"Uruguayan playwright, poet, and short story writer",Male,Uruguay,Artist,1878,1937,suicide,59
1238,Q16873,Juan Carlos Onetti,Uruguayan novelist,Male,Spain; Uruguay,Artist,1909,1994,natural causes,85
1239,Q16924,János Bolyai,Hungarian mathematician,Male,Austrian Empire,Researcher,1802,1860,natural causes,58
1240,Q16975,Paul VI,Pope of the Roman Catholic Church from 1963 to 1978,Male,Italy,Politician,1897,1978,natural causes,81
1241,Q16977,Deng Xiaoping,"Chinese politician, paramount leader of the China from 1978 until his retirement in 1992",Male,China,Politician,1904,1997,natural causes,93
1247,Q16988,Liu Shaoqi,2nd President of the China (1898-1969),Male,China; Qing dynasty; China (1912–1949),Politician,1898,1969,natural causes,71
1257,Q17132,Soong Ching-ling,"Sun Yat-Sen's wife, Honorary President of the China (1893-1981)",Female,China,Politician,1893,1981,natural causes,88
1258,Q17141,Harvey Milk,American politician who became a martyr in the gay community (1930-1978),Male,United States,Politician,1930,1978,homicide,48
1259,Q17142,George I of Greece,King of Greece from 1863 to 1913,Male,Denmark,Politician,1845,1913,homicide,68
1260,Q17163,Johan Cruyff,"Dutch association football player, then coach (1947-2016)",Male,Netherlands,Athlete,1947,2016,natural causes,69
1262,Q17410,Zhou Enlai,1st Premier of the China (1898-1976),Male,China; Qing dynasty; China (1912–1949),Politician,1898,1976,natural causes,78
1263,Q17455,John von Neumann,Hungarian-American mathematician and polymath,Male,Hungary,Researcher,1903,1957,natural causes,54
1266,Q17520,Kathleen Antonelli,Irish computer programmer,Female,Irelands,Researcher,1921,2006,natural causes,85
1271,Q17577,Joseph Gallieni,French soldier (1849-1916),Male,France,Politician,1849,1916,natural causes,67
1272,Q17579,Tsutomu Yamaguchi,Japanese national,Male,Japan,Researcher,1916,2010,natural causes,94
1285,Q18066,Eduard Uspensky,Russian writer,Male,Russia; Russia,Artist,1937,2018,natural causes,81
1288,Q18227,Forrest J Ackerman,American collector of science fiction books and movie memorabilia (1916-2008),Male,United States,Artist,1916,2008,natural causes,92
1294,Q18301,Li Peng,former Premier of the China (1928-2019),Male,China; China (1912–1949),Politician,1928,2019,natural causes,91
1299,Q18404,Henri Barbusse,French novelist (1873-1935),Male,France,Artist,1873,1935,natural causes,62
1301,Q18410,Maryse Bastié,French aviator,Female,France,Military personnel,1898,1952,accident,54
1307,Q18425,Marcellin Berthelot,French chemist and politician (1827-1907),Male,France,Researcher,1827,1907,natural causes,80
1308,Q18434,Léon Blum,French politician (1872-1950),Male,France,Politician,1872,1950,natural causes,78
1310,Q18440,Harold Bolingbroke Mudie,British Esperantist,Male,United Kingdom,Esperantist,1880,1916,accident,36
1317,Q18456,Bertha von Suttner,"Austrian novelist, radical (organizational) pacifist, editor",Female,Austria,Artist,1843,1914,natural causes,71
1346,Q19059,Dénes Kőnig,Jewish Hungarian mathematician,Male,Hungary,Researcher,1884,1944,suicide,60
1348,Q19063,Pál Turán,Hungarian mathematician,Male,Hungary; Austria,Researcher,1910,1976,natural causes,66
1353,Q19152,Szeto Wah,Hong Kong politician and teacher (1931-2011),Male,China; British Hong Kong,Politician,1931,2011,natural causes,80
1359,Q19185,George Bernard Shaw,Irish playwright,Male,Ireland,Playwright,1856,1950,accident,94
1360,Q19198,Chester Bennington,American singer-songwriter,Male,United States,Artist,1976,2017,suicide,41
1372,Q19825,Cecil John Rhodes,"British businessman, mining magnate and politician in South Africa (1853-1902)",Male,United Kingdom,Politician,1853,1902,natural causes,49
1374,Q19837,Steve Jobs,American entrepreneur and co-founder of Apple Inc.,Male,United States,Researcher,1955,2011,natural causes,56
1375,Q19878,Muammar Gaddafi,"Libyan revolutionary, politician and political theorist (1942-2011)",Male,Libya,Artist,1942,2011,homicide,69
1382,Q20021,Antonina Makarova, executioner and war criminal,Female,Russia; Lokot Autonomy; Russian  Federative Socialist Republic,Executioner,1920,1979,unnatural death,59
1435,Q21209,Claus Schenk Graf von Stauffenberg,German army officer and aristocrat,Male,Germany,Military personnel,1907,1944,capital punishment,37
1445,Q21826,Edith Clarke,American engineer,Female,United States,Researcher,1883,1959,natural causes,76
1448,Q22303,Wang Jingwei,"Chinese politician, leader of Wang Jingwei regime (1883-1944)",Male,Qing dynasty; China (1912–1949),Politician,1883,1944,natural causes,61
1463,Q22677,Michael S. Hart,"American author, founder of Project Gutenberg",Male,United States,Researcher,1947,2011,natural causes,64
1469,Q22755,Silvio Gesell,"German merchant, theoretical economist, social activist, anarchist and founder of Freiwirtschaft (1862-1930)",Male,Germany,Politician,1862,1930,natural causes,68
1474,Q23114,Lu Xun,Chinese novelist and essayist,Male,Qing dynasty; China (1912–1949),Artist,1881,1936,natural causes,55
1480,Q23357,Abraham Maslow,American psychologist,Male,United States,Teacher,1908,1970,natural causes,62
1485,Q23379,Ben Chifley,"Australian politician, 16th Prime Minister of Australia (1885-1951)",Male,Australia,Politician,1885,1951,natural causes,66
1487,Q23386,John McEwen,"Australian politician, 18th Prime Minister of Australia (1900-1980)",Male,Australia,Politician,1900,1980,suicide,80
1488,Q23412,Roy Raymond,"American businessman, founder of Victoria's Secret",Male,United States,Entrepreneur,1947,1993,suicide,46
1489,Q23434,Ernest Hemingway,American author and journalist,Male,United States,Artist,1899,1961,suicide,62
1492,Q23481,Friedrich Dürrenmatt,Swiss author and dramatist (1921-1990),Male,Switzerland,Artist,1921,1990,natural causes,69
1493,Q23505,George H. W. Bush,41st president of the United States (1924-2018),Male,United States,Politician,1924,2018,natural causes,94
1494,Q23543,Selena Quintanilla,"American singer, songwriter, actress, and fashion designer (1971-1995)",Female,United States,Artist,1971,1995,homicide,24
1495,Q23559,Benito Mussolini,fascist leader of Italy,Male,Italian Social Republic,Politician,1883,1945,homicide,62
1503,Q23810,Alfred Nobel,"Swedish chemist, innovator, and armaments manufacturer",Male,Sweden,Researcher,1833,1896,natural causes,63
1504,Q23842,Jean Gabin,"French actor, recording artist",Male,France,Artist,1904,1976,natural causes,72
1509,Q23873,John XXIII,261st Pope of the Catholic Church,Male,Italy,Politician,1881,1963,natural causes,82
1510,Q23884,Lou Costello,American actor and comedian,Male,United States,Artist,1906,1959,natural causes,53
1511,Q23888,Bud Abbott,"American actor, producer and comedian",Male,United States,Artist,1897,1974,natural causes,77
